neighborhood,city,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Summerset Estates,Conroe,211937.47763731412,7.260087328467391,-1.0472191248978135,223869.8306647473,-5.330040672296876,0.0,0.0,0.0,0.0,0,1128.0202615526982,406.213498804852,123.63019528843324,176.61456469776178,1834.4785203437452,200,300,75,0.0,575.0,2409.478520343745,-2409.478520343745,-28913.74224412494,-68.21290544375698,1801.46855991717,1657.3510751237966,-177.12744521994864,-2125.5293426393837,-5.014519768600753,48745.619856582256,-144568.7112206247,39777.762205864565,9949.888346246531,-94841.06066851362,-194.56324680566547,-100.0,48745.619856582256,-11512.552530479665,39777.762205864565,9949.888346246531,38215.098021631435,78.39698855828816,12.273562637887503,houston,"Houston Metro, TX",TX,False
Stonebridge Ranch,McKinney,584345.8881748613,3.9365237989923862,-0.11567784500252642,616647.4947589213,-5.238261220324647,0.0,0.0,0.0,0.0,0,3110.134219603446,1168.6917763497227,243.47745340619224,486.9549068123845,5009.258356171746,200,300,75,0.0,575.0,5584.258356171746,-5584.258356171746,-67011.10027406094,-57.33855720570104,3389.2061514141956,3118.0696593010603,-1891.1886968706854,-22694.264362448223,-19.418519768600756,134399.55428021812,-335055.50137030473,109673.72097148141,27433.450693783583,-197948.32970503974,-147.28347185759617,-100.0,134399.55428021812,-122919.45604893233,109673.72097148141,27433.450693783583,14187.715616332658,10.556371032862053,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Parkway Estates,Plano,635004.9365103674,3.9507492434872837,0.5685157425133536,646411.7559716664,-1.76463675914319,0.0,0.0,0.0,0.0,0,3379.7629496915665,1270.0098730207349,264.58539021265307,529.1707804253061,5443.528993350261,200,300,75,0.0,575.0,6018.528993350261,-6018.528993350261,-72222.34792020313,-56.86754839820366,3683.028631760131,3388.3863412193205,-2055.1426521309404,-24661.711825571285,-19.41851976860076,146051.13539738453,-361111.73960101564,119181.73060115892,29811.755278157187,-212118.25372169953,-145.23560747717278,-100.0,146051.13539738453,-133575.78612906055,119181.73060115892,29811.755278157187,15417.69975025556,10.556371032862002,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Trinity View,Irving,252293.0122334413,5.376533477921774,-1.01686848019652,264842.393476973,-4.738433707223999,0.0,0.0,0.0,0.0,0,1342.809364441444,504.58602446688263,105.12208843060053,210.24417686120105,2162.7616542001283,200,300,75,0.0,575.0,2737.7616542001283,-2737.7616542001283,-32853.13985040154,-65.10909588729163,2018.3440978675303,1856.876570038128,-305.88508416200034,-3670.621009944004,-7.27451976860076,58027.3928136915,-164265.6992520077,47351.94340661628,11844.470974391646,-105069.28487099978,-181.06842264712054,-100.0,58027.3928136915,-19881.267385369694,47351.94340661628,11844.470974391646,39315.146995638235,67.75273726646198,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Meadow Glen,Lewisville,308797.7020516445,4.52944798611421,-0.9741196877901204,321978.89805001294,-4.093807413528383,0.0,0.0,0.0,0.0,0,1643.5510534444545,617.5954041032891,128.66570918818522,257.33141837637044,2647.143585112299,200,300,75,0.0,575.0,3222.143585112299,-3222.143585112299,-38665.72302134759,-62.6068827009616,2007.1850633356892,1846.610258268834,-800.5333268434651,-9606.399922121582,-15.554519768600755,71023.47147187823,-193328.61510673797,57957.09989031742,14497.212532883394,-120874.30268353716,-170.18923488046818,-100.0,71023.47147187823,-52031.36061856938,57957.09989031742,14497.212532883394,20422.951804631433,28.755214834462024,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Forest Ridge,Garland,250919.0154494813,5.0086743757908,-1.0958520449533715,263111.277089646,-4.633880301531379,0.0,0.0,0.0,0.0,0,1335.49637653155,501.8380308989626,104.5495897706172,209.0991795412344,2150.983176742364,200,300,75,0.0,575.0,2725.983176742364,-2725.983176742364,-32711.798120908366,-65.18397591810731,2007.3521235958503,1846.7639537081825,-304.21922303418137,-3650.6306764101764,-7.274519768600748,57711.3735533807,-163558.99060454185,47094.063026264164,11779.965561092831,-104684.96201718485,-181.393987998493,-100.0,57711.3735533807,-19772.9932908685,47094.063026264164,11779.965561092831,39101.035296488495,67.75273726646206,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Sherwood Forest,Mesquite,205178.95574277535,5.612074753773344,-1.58181154757715,219759.9745682511,-6.634974751031075,0.0,0.0,0.0,0.0,0,1092.04856971142,410.3579114855507,85.49123155948973,170.98246311897947,1758.8801758754398,200,300,75,0.0,575.0,2333.88017587544,-2333.88017587544,-28006.562110505278,-68.24910968358758,1641.4316459422027,1510.1171142668265,-248.76306160861327,-2985.1567393033592,-7.27451976860076,47191.15982083833,-140032.81055252638,38509.28019984506,9632.594118788547,-91890.93623389277,-194.72065654405944,-100.0,47191.15982083833,-16168.571792224826,38509.28019984506,9632.594118788547,31973.30252640878,67.75273726646202,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Serendipity Village,Lewisville,299683.7075232235,4.997290174473834,-2.6310256583549685,327310.19754088117,-8.440461136016742,0.0,0.0,0.0,0.0,0,1595.0425470379912,599.367415046447,124.86821146800979,249.73642293601958,2569.0145964884673,200,300,75,0.0,575.0,3144.0145964884673,-3144.0145964884673,-37728.17515786161,-62.946657110043134,2397.4696601857877,2205.6720873709246,-363.3425091175427,-4360.110109410512,-7.274519768600755,68927.2527303414,-188640.87578930805,56246.52792759228,14069.335269470466,-118325.0125922453,-171.6665149199531,-100.0,68927.2527303414,-23615.762749684225,56246.52792759228,14069.335269470466,46700.10044737852,67.75273726646209,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Valley Vista,Lewisville,403475.9995218357,4.447048026467804,-1.3590456647340154,425978.6036874282,-5.282566769974284,0.0,0.0,0.0,0.0,0,2147.4687138143354,806.9519990436714,168.11499980076488,336.22999960152976,3458.765712260302,200,300,75,0.0,575.0,4033.765712260302,-4033.765712260302,-48405.188547123624,-59.98521424383259,2622.593996891932,2412.7864771405775,-1045.9792351197243,-12551.750821436692,-15.55451976860076,92799.47989002222,-242025.94273561813,75726.91976743343,18942.101181851933,-147356.92178633276,-158.7906763712116,-100.0,92799.47989002222,-67984.33114164608,75726.91976743343,18942.101181851933,26684.689807639283,28.755214834462034,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Windridge Estates,Allen,278085.6329959431,5.178960721052084,-1.8827989631410191,296564.28211695905,-6.23090851976853,0.0,0.0,0.0,0.0,0,1480.0885240454663,556.1712659918861,115.86901374830961,231.73802749661922,2383.866831282281,200,300,75,0.0,575.0,2958.866831282281,-2958.866831282281,-35506.40197538737,-63.84077018445855,2224.6850639675445,2046.710258850141,-337.15657243214014,-4045.8788691856817,-7.27451976860075,63959.695589066905,-177532.00987693685,52192.86511048116,13055.364392605989,-112283.7803738497,-175.5539630695853,-100.0,63959.695589066905,-21913.784994197697,52192.86511048116,13055.364392605989,43334.44450888945,67.7527372664621,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Timberbend,Allen,334871.0915346854,5.0882852380930155,-1.3478766007673837,358051.55517163425,-6.474057521084397,0.0,0.0,0.0,0.0,0,1782.3245820912207,669.7421830693708,139.52962147278558,279.05924294557116,2870.655629578948,200,300,75,0.0,575.0,3445.655629578948,-3445.655629578948,-41347.86755494737,-61.736991636772295,2176.662094975455,2002.5291273774187,-868.1265022015291,-10417.51802641835,-15.554519768600747,77020.35105297764,-206739.33777473686,62850.718038081424,15721.287279155542,-128167.3324574999,-166.4070998187756,-100.0,77020.35105297764,-56424.63790569638,62850.718038081424,15721.287279155542,22147.36741154059,28.755214834462066,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Indian Oaks/Valley Oaks/Water Oak Estates,Lewisville,407654.68343582057,4.635707251132426,-1.0091817707257755,425389.9615473375,-4.1691811548644875,0.0,0.0,0.0,0.0,0,2169.7094244906493,815.3093668716411,169.85611809825858,339.71223619651715,3494.5871456570662,200,300,75,0.0,575.0,4069.5871456570662,-4069.5871456570662,-48835.0457478848,-59.8975649393872,2649.7554423328334,2437.7750069462068,-1056.8121387108595,-12681.745664530314,-15.55451976860076,93760.57719023875,-244175.22873942397,76511.20151371526,19138.279030347185,-148525.74819536152,-158.40959243884038,-100.0,93760.57719023875,-68688.42514297774,76511.20151371526,19138.279030347185,26961.05540108471,28.755214834461984,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Carrollton Heights,Carrollton,258103.9584833913,5.698566643516312,-2.6253673222887963,281777.8805200877,-8.401625419639258,0.0,0.0,0.0,0.0,0,1373.7376607569947,516.2079169667826,107.54331603474638,215.08663206949277,2212.5755258280165,200,300,75,0.0,575.0,2787.5755258280165,-2787.5755258280165,-33450.906309936196,-64.80122681281682,2064.8316678671304,1899.64513443776,-312.93039139025655,-3755.1646966830785,-7.274519768600757,59363.91045118,-167254.53154968098,48442.578440582,12117.27910166391,-106694.67400743507,-179.72986145375174,-100.0,59363.91045118,-20339.183263160117,48442.578440582,12117.27910166391,40220.6742790858,67.75273726646206,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Winding Creek,Grapevine,632492.023250948,4.5392091747841645,2.425293346175228,603727.2456433392,4.7645319662452446,0.0,0.0,0.0,0.0,0,3366.3881699982817,1264.9840465018963,263.5383430212284,527.0766860424568,5421.987245563863,200,300,75,0.0,575.0,5996.987245563863,-5996.987245563863,-71963.84694676637,-56.88913401380078,3668.4537348554986,3374.977436067059,-2047.0098094968043,-24564.117713961652,-19.41851976860076,145473.16534771805,-359819.23473383184,118710.09119508753,29693.780832892633,-211415.36270585167,-145.32945797976893,-100.0,145473.16534771805,-133047.18494062615,118710.09119508753,29693.780832892633,15356.687087354017,10.556371032862048,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Timberview Estates,Flower Mound,457804.7575862363,4.529312905197336,0.6605606675430087,459730.2970166357,-0.41884109942176284,0.0,0.0,0.0,0.0,0,2436.62918021619,915.6095151724726,190.75198232759848,381.50396465519697,3924.4946423714578,200,300,75,0.0,575.0,4499.494642371457,-4499.494642371457,-53993.93570845749,-58.97048339246091,2975.7309243105356,2737.672450365693,-1186.822192005765,-14241.866304069179,-15.554519768600755,105295.09424483436,-269969.67854228744,85923.68365892366,21492.688660561515,-162553.30622280226,-154.37880310437816,-100.0,105295.09424483436,-77138.54175923372,85923.68365892366,21492.688660561515,30277.83056025146,28.7552148344621,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
East Glen,Mesquite,243299.4150965243,5.389020950559509,-2.5625677972216487,266297.53798166435,-8.636250661364953,0.0,0.0,0.0,0.0,0,1294.9416635148261,486.59883019304857,101.37475629021846,202.7495125804369,2085.6647625785304,200,300,75,0.0,575.0,2660.6647625785304,-2660.6647625785304,-31927.977150942366,-65.61457851897335,1946.3953207721943,1790.6836951104187,-294.98106746811163,-3539.7728096173396,-7.274519768600767,55958.86547220059,-159639.88575471184,45663.96838551207,11422.246041165927,-102553.67132803384,-183.26617321964963,-100.0,55958.86547220059,-19172.551326004985,45663.96838551207,11422.246041165927,37913.66310067301,67.75273726646205,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
Timberbrook,Lewisville,331308.9375703549,5.086929243020899,-1.0549995357846065,347493.39686831145,-4.657486859840942,0.0,0.0,0.0,0.0,0,1763.3653027257685,662.6178751407098,138.04539065431456,276.0907813086291,2840.119349829422,200,300,75,0.0,575.0,3415.119349829422,-3415.119349829422,-40981.432197953065,-61.84776133491793,2153.508094207307,1981.2274466707224,-858.8919031586995,-10306.702837904395,-15.554519768600752,76201.05564118162,-204907.1609897653,62182.150520370866,15554.05383553647,-127170.95663385798,-166.88870720201743,-100.0,76201.05564118162,-55824.4271001576,62182.150520370866,15554.05383553647,21911.777255749737,28.755214834462052,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Savoy of Josey Ranch,Carrollton,444780.18704384984,4.594980381430247,0.602787344758493,444216.00144771143,0.12700704033616894,0.0,0.0,0.0,0.0,0,2367.306945972294,889.5603740876996,185.32507793493744,370.6501558698749,3812.842553864806,200,300,75,0.0,575.0,4387.842553864806,-4387.842553864806,-52654.110646377674,-59.191160240672566,2891.071215785024,2659.785518522222,-1153.0570353425842,-13836.68442411101,-15.554519768600757,102299.44302008547,-263270.5532318884,83479.150131186,20881.220485610713,-158910.18261509167,-155.33826766182025,-100.0,102299.44302008547,-74943.94600191308,83479.150131186,20881.220485610713,29416.42461488364,28.755214834462024,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Lakewood Village,Little Elm,584199.2576485713,4.62531415940084,-0.9101371053628182,616445.3438405909,-5.230972464017558,0.0,0.0,0.0,0.0,0,3109.353790363364,1168.3985152971425,243.41635735357136,486.8327147071427,5008.001377721221,200,300,75,0.0,575.0,5583.001377721221,-5583.001377721221,-66996.01653265464,-57.34003908385357,3388.355694361713,3117.287238812776,-1890.7141389084445,-22688.569666901334,-19.418519768600753,134365.82925917138,-334980.0826632732,109646.20042970695,27426.566789242497,-197907.31544432376,-147.28991480608545,-100.0,134365.82925917138,-122888.61174096938,109646.20042970695,27426.566789242497,14184.155477980064,10.556371032862062,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Carriage Hills,Plano,603638.7421919027,4.124167949857505,0.13688897714945192,617981.9084509116,-2.3209686340111113,0.0,0.0,0.0,0.0,0,3212.8188909367686,1207.2774843838054,251.51614257995948,503.03228515991896,5174.644803060453,200,300,75,0.0,575.0,5749.644803060453,-5749.644803060453,-68995.73763672545,-57.14985869378727,3501.1047047130355,3221.016328335993,-1953.6284747244604,-23443.541696693523,-19.41851976860076,138836.9107041376,-344978.6881836272,113294.72546732437,28339.197735269554,-203344.76498103328,-146.46304354492756,-100.0,138836.9107041376,-126977.78377810183,113294.72546732437,28339.197735269554,14656.139424492096,10.556371032862023,2.0273848309220854,dallas,"Dallas Metro, TX",TX,True
Meadow Lake,Lewisville,372437.5576583133,4.661928964995377,-0.3262703979655446,382683.7406470352,-2.6774544879795026,0.0,0.0,0.0,0.0,0,1982.2690912681314,744.8751153166266,155.1823156909639,310.3646313819278,3192.69115365765,200,300,75,0.0,575.0,3767.69115365765,-3767.69115365765,-45212.2938438918,-60.69781754579525,2420.8441247790365,2227.1765947967137,-965.5145588609362,-11586.174706331234,-15.554519768600752,85660.63826141207,-226061.469219459,69901.42928103363,17484.93072561006,-138675.1092128153,-161.88895159713618,-100.0,85660.63826141207,-62754.45944600324,69901.42928103363,17484.93072561006,24631.900560640453,28.755214834462066,5.184795169549483,dallas,"Dallas Metro, TX",TX,True
Plano Park,Plano,274758.7188523639,4.9378531888711,-2.251153474953971,299321.2535719106,-8.206077726333483,0.0,0.0,0.0,0.0,0,1462.3812897977052,549.5174377047277,114.48279952181828,228.96559904363656,2355.347126067888,200,300,75,0.0,575.0,2930.347126067888,-2930.347126067888,-35164.16551281465,-63.99099118617855,2198.069750818911,2022.224170753398,-333.1229553144899,-3997.475463773879,-7.27451976860076,63194.505336043694,-175820.82756407326,51568.44888566842,12899.174818986503,-111353.20385941834,-176.2070978596723,-100.0,63194.505336043694,-21651.616537484922,51568.44888566842,12899.174818986503,42816.00716717,67.752737266462,10.900606966770109,dallas,"Dallas Metro, TX",TX,True
North College Park,Richardson,428102.5457780917,4.84840696112232,1.2389984104437035,421101.43033092114,1.6625722315093405,0.0,0.0,0.0,0.0,0,2278.541535189797,856.2050915561834,178.37606074087157,356.75212148174313,3669.874808968595,200,300,75,0.0,575.0,4244.874808968595,-4244.874808968595,-50938.497707623144,-59.493336596539734,2782.666547557596,2560.0532237529883,-1109.8215852156068,-13317.859022587281,-15.55451976860076,98463.58552896109,-254692.48853811572,80348.985255112,20098.250572394056,-154245.25271060967,-156.65207790472095,-100.0,98463.58552896109,-72133.82027493906,80348.985255112,20098.250572394056,28313.415552566992,28.755214834461995,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Country Meadow,Allen,388210.35939059575,4.638715370422775,-2.2188090702995433,430806.64116765256,-9.887563864290582,0.0,0.0,0.0,0.0,0,2066.218566055764,776.4207187811916,161.75431641274824,323.5086328254965,3327.9022340752003,200,300,75,0.0,575.0,3902.9022340752003,-3902.9022340752003,-46834.826808902406,-60.32145417554378,2523.367336038872,2321.4979491557624,-1006.4042849194379,-12076.851419033255,-15.55451976860076,89288.38265983702,-234174.13404451203,72861.76816786634,18225.420882864157,-143086.94499378154,-160.252589117782,-100.0,89288.38265983702,-65412.12279467783,72861.76816786634,18225.420882864157,25675.06625605266,28.755214834462013,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
Shorecrest Acres,Grapevine,487968.633874522,3.9046279943471207,2.677578445862161,458073.077255449,6.526372778376888,0.0,0.0,0.0,0.0,0,2597.1739974871716,975.937267749044,203.32026411438417,406.64052822876835,4183.072057579368,200,300,75,0.0,575.0,4758.072057579368,-4758.072057579368,-57096.864690952425,-58.504646331053436,3171.7961201843927,2918.0524305696413,-1265.0196270097272,-15180.235524116726,-15.554519768600766,112232.78579114008,-285484.3234547621,91585.03016346128,22908.80064086936,-170990.49265043146,-152.35342457651967,-100.0,112232.78579114008,-82221.05213538685,91585.03016346128,22908.80064086936,32272.778668943793,28.755214834461928,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
The Timbers,Murphy,484748.268727211,4.161092865603644,0.7195365890655392,491989.79498810135,-1.4718854607676302,0.0,0.0,0.0,0.0,0,2580.0338617440184,969.4965374544221,201.97844530300458,403.95689060600915,4155.465735107455,200,300,75,0.0,575.0,4730.465735107455,-4730.465735107455,-56765.58882128946,-58.551615842112405,3150.8637467268713,2898.794646988722,-1256.6710881187328,-15080.053057424793,-15.554519768600757,111492.10180725853,-283827.9441064473,90980.61172612855,22757.613252932613,-170089.7191273861,-152.55763984199342,-100.0,111492.10180725853,-81678.43158092689,90980.61172612855,22757.613252932613,32059.79339813428,28.755214834462002,5.184795169549461,dallas,"Dallas Metro, TX",TX,True
